fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
股票k线解读	cc	121035	data/figure/cc/daily_k_688380[中微半导].png					从 K 线图中可以看出，MACD 指标在 2024 年 12 月 9 日的 DIF 值和 DEA 值分别是多少？	DIF: 0.1249, DEA: 0.2429	DIF: 0.2429, DEA: 0.1249	DIF: -0.2361, DEA: 0.1249	DIF: 0.1249, DEA: -0.2361	A
股票k线解读	cc	121056	data/figure/cc/daily_k_688255[凯尔达1.png					从 KDJ 指标来看，2024 年 12 月 9 日的 J 值是多少？	96.17	84.27	78.32	100	A
股票k线解读	cc	121059	data/figure/cc/daily_k_688244[永信至诚].png					从 KDJ 指标来看，该股票在 2024 年 12 月 9 日的 J 值为多少？	48.33	53.93	65.12	20.45	C
股票k线解读	cc	121081	data/figure/cc/daily_k_688091[上海谊众].png					从 BOLL 指标来看，该股票在 2024 年 12 月 9 日的价格处于什么位置？	上轨附近	中轨附近	下轨附近	突破上轨	B
股票k线解读	cc	131012	data/figure/cc/five_k_688359[三孚新科].png					MACD 的 DIF 和 DEA 在零轴下方运行时，可能预示什么?	市场处于弱势	短期内可能会反弹	长期看涨	短期内可能会调整	A;D
股票k线解读	cc	131046	data/figure/cc/daily_k_688172[燕东微]1.png					在 K 线图中，以下哪种技术指标的变化可能预示着短期内股价可能会下跌？	MACD 死叉	RSI 下穿 50	KDJ 指标低于 20	布林带开口缩小	A;B
股票k线解读	cc	141517	data/figure/cc/five_k_688699[明微电子].png					根据K线图，该股票在12月6日9:35时达到了最低点36.75元。					是
股票k线解读	cc	141519	data/figure/cc/five_k_688678[福立.].png					根据K线图，该股票在12月9日出现了明显的上涨趋势。					是
股票k线解读	cc	141535	data/figure/cc/five_k_688630[芯基l装].png					在12月9日，该股票的成交量明显放大，表明市场活跃度增加。					是
股票k线解读	cc	141552	data/figure/cc/five_k_688571[杭华股份].png					根据K线图，该股票在2024年12月9日收盘时的价格高于开盘价。					是
股票k线解读	cc	141559	data/figure/cc/five_k_688551[科威匆.png					从图中可以看出，MA5（5日均线）在12月9日13:05后持续向上运行。					是
股票k线解读	cc	141565	data/figure/cc/five_k_688515[裕太微-U].png					根据K线图，该股票在2024年12月6日出现了明显的阳线突破形态。					是
股票k线解读	cc	141587	data/figure/cc/five_k_688403[汇成股份].png					根据K线图，该股票在2024年12月9日的收盘价高于开盘价。					是
股票k线解读	cc	141593	data/figure/cc/five_k_688382[益方生物.png					根据K线图，该股票在2024年12月9日收盘时的价格高于开盘价。					是
股票k线解读	cc	141608	data/figure/cc/five_k_688323[端华泰]1.png					5日均线在2024年12月9日收盘时位于10日均线下方。					是
股票k线解读	cc	141652	data/figure/cc/five_k_688185[康希诺].png					根据MA均线，该股票的短期均线（如MA5）在2024年12月9日收盘时位于长期均线（如MA60）之上。					是
股票k线解读	cc	141655	data/figure/cc/five_k_688162[巨 科技].png					根据K线图，该股票在2024年12月9日的最高价为23.53元。					是
股票k线解读	cc	141743	data/figure/cc/daily_k_688543[国科军工].png					从2024年12月8日至2024年12月9日，该股票出现了明显的下跌趋势。					是
股票k线解读	cc	141797	data/figure/cc/daily_k_688362[甬矽电子].png					根据K线图，该股票在2024年12月9日的收盘价为30.82元。					是
股票k线解读	cc	141805	data/figure/cc/daily_k_688327[云从科技-.png					根据K线图，该股票在2024年12月9日的收盘价为14.70元。					是
股票k线解读	cc	141821	data/figure/cc/daily_k_688280[精进电动-.png					从K线图上看，该股票在2024年12月9日前后形成了一个明显的底部反转形态。					是
股票k线解读	cc	141841	data/figure/cc/daily_k_688251[井松智能].png					根据K线图，该股票在2024年12月9日收盘时的价格高于开盘价。					是
股票k线解读	cc	141860	data/figure/cc/daily_k_688172[燕东微]1.png					从BOLL指标来看，该股票在2024年11月突破了上轨线。					是
股票k线解读	cc	141870	data/figure/cc/daily_k_688146[中船特气.png					从BOLL指标来看，该股票在2024年12月9日收盘时接近上轨。					是
股票k线解读	cc	151019	data/figure/cc/five_k_688665[四方光电].png					从 K 线图中可以看出，MA5（黄色线）与 MA10（紫色线）在 2024 年 12 月 9 日 14:16 附近形成了金叉，这通常预示着什么？	股价将进入下跌趋势	股价将进入上涨趋势	股价将保持横盘整理	无法判断股价走势	B
股票k线解读	cc	151034	data/figure/cc/five_k_688584[上海合晶].png					根据 K 线图中的成交量（VOL）数据，2024 年 12 月 9 日 14:40 的成交量为 399 手，而 MA5、MA10 和 MA20 的成交量分别为 593、597 和 1116 手。如果未来几天成交量持续放大，且价格突破前期高点 23.15 元，这可能预示着什么？	价格上涨趋势将继续	价格将出现回调	市场将进入横盘整理阶段	价格将快速下跌	A
股票k线解读	cc	151037	data/figure/cc/five_k_688578[艾力斯].png					从 K 线图中可以看出，MA5（5日均线）与 MA10（10日均线）在 12.6 日 13:05 左右形成了金叉，这通常预示着什么？	股价将进入下跌趋势	股价将进入上涨趋势	股价将横盘整理	无法判断股价走势	B
股票k线解读	cc	151161	data/figure/cc/daily_k_688549[中巨芯-U].png					根据 K 线图中的移动平均线（MA），在 2024 年 12 月 12 日，短期均线（如 MA5 和 MA10）与长期均线（如 MA60 和 MA120）的关系是怎样的？	短期均线在长期均线上方，呈多头排列	短期均线在长期均线下方，呈空头排列	短期均线与长期均线交叉，形成金叉	短期均线与长期均线交叉，形成死叉	A
股票k线解读	cc	151183	data/figure/cc/daily_k_688379[华光新材].png					从 K 线图中可以看出，在 2024 年 12 月 11 日，MACD 指标出现了什么变化？	金叉	死叉	背离	没有明显变化	B
股票k线解读	cc	151216	data/figure/cc/daily_k_688189[南新制药].png					根据 K 线图中的 MACD 指标，当 DIF 线从下向上穿过 DEA 线时，通常表示什么信号？	买入信号	卖出信号	观望信号	无明显信号	A
